County,State,MedicalPercent,StudentDebtPercent,AutoDebtPercent,OtherPercent,MedicalAmount,StudentDebtAmount,AutoDebtAmount,OtherAmount,TotalDebt
Kauai County,Hawaii,0.22,0.09,0.23,0.46,40614.8,16615.1,42460.9,84921.8,279522
Hawaii County,Hawaii,0.29,0.09,0.23,0.39,53537.6,16615.1,42460.9,71998.9,180289
Maui County,Hawaii,0.26,0.11,0.26,0.37,47999.3,20307.4,47999.3,68306.6,137527
Honolulu County,Hawaii,0.21,0.12,0.25,0.42,38768.6,22153.5,46153.1,77537.3,125708
Latah County,Idaho,0.16,0.21,0.3,0.33,29538,38768.6,55383.8,60922.1,111948
Bingham County,Idaho,0.28,0.14,0.31,0.27,51691.5,25845.8,57229.9,49845.4,111307
Bonner County,Idaho,0.21,0.11,0.27,0.41,38768.6,20307.4,49845.4,75691.1,101327
Payette County,Idaho,0.36,0.18,0.29,0.17,66460.5,33230.3,53537.6,31384.1,93500
Ada County,Idaho,0.25,0.2,0.34,0.21,46153.1,36922.5,62768.3,38768.6,90850
Bonneville County,Idaho,0.23,0.17,0.37,0.23,42460.9,31384.1,68306.6,42460.9,89453
Elmore County,Idaho,0.25,0.17,0.4,0.18,46153.1,31384.1,73845,33230.3,87329
Jefferson County,Idaho,0.22,0.15,0.41,0.22,40614.8,27691.9,75691.1,40614.8,87007
Nez Perce County,Idaho,0.24,0.16,0.35,0.25,44307,29538,64614.4,46153.1,83713
Twin Falls County,Idaho,0.29,0.14,0.32,0.25,53537.6,25845.8,59076,46153.1,83664
Bannock County,Idaho,0.33,0.2,0.34,0.13,60922.1,36922.5,62768.3,23999.6,82775
Canyon County,Idaho,0.38,0.17,0.33,0.12,70152.8,31384.1,60922.1,22153.5,81412
Kootenai County,Idaho,0.23,0.17,0.32,0.28,42460.9,31384.1,59076,51691.5,81382
Madison County,Idaho,0.12,0.24,0.29,0.35,22153.5,44307,53537.6,64614.4,48958
Montgomery County,Illinois,0.28,0.11,0.35,0.26,51691.5,20307.4,64614.4,47999.3,169609
Boone County,Illinois,0.34,0.15,0.32,0.19,62768.3,27691.9,59076,35076.4,144153
Ogle County,Illinois,0.27,0.13,0.34,0.26,49845.4,23999.6,62768.3,47999.3,138915
Williamson County,Illinois,0.34,0.12,0.34,0.2,62768.3,22153.5,62768.3,36922.5,136683
Morgan County,Illinois,0.36,0.14,0.33,0.17,66460.5,25845.8,60922.1,31384.1,135714
Livingston County,Illinois,0.31,0.1,0.27,0.32,57229.9,18461.3,49845.4,59076,133630
Franklin County,Illinois,0.37,0.1,0.35,0.18,68306.6,18461.3,64614.4,33230.3,130780
Lake County,Illinois,0.23,0.15,0.31,0.31,42460.9,27691.9,57229.9,57229.9,130000
Effingham County,Illinois,0.27,0.11,0.28,0.34,49845.4,20307.4,51691.5,62768.3,119509
LaSalle County,Illinois,0.32,0.13,0.31,0.24,59076,23999.6,57229.9,44307,118508
Winnebago County,Illinois,0.41,0.15,0.27,0.17,75691.1,27691.9,49845.4,31384.1,117033
DuPage County,Illinois,0.22,0.17,0.3,0.31,40614.8,31384.1,55383.8,57229.9,116876
Henry County,Illinois,0.25,0.13,0.4,0.22,46153.1,23999.6,73845,40614.8,116531
Vermilion County,Illinois,0.42,0.1,0.3,0.18,77537.3,18461.3,55383.8,33230.3,110340
Iroquois County,Illinois,0.28,0.13,0.34,0.25,51691.5,23999.6,62768.3,46153.1,110100
Whiteside County,Illinois,0.26,0.13,0.38,0.23,47999.3,23999.6,70152.8,42460.9,109985
Marion County,Illinois,0.43,0.11,0.28,0.18,79383.4,20307.4,51691.5,33230.3,109873
Jackson County,Illinois,0.35,0.17,0.27,0.21,64614.4,31384.1,49845.4,38768.6,109447
McHenry County,Illinois,0.21,0.17,0.37,0.25,38768.6,31384.1,68306.6,46153.1,108794
Cook County,Illinois,0.33,0.18,0.24,0.25,60922.1,33230.3,44307,46153.1,108267
Randolph County,Illinois,0.35,0.12,0.32,0.21,64614.4,22153.5,59076,38768.6,107767
Macon County,Illinois,0.41,0.13,0.32,0.14,75691.1,23999.6,59076,25845.8,105469
Woodford County,Illinois,0.18,0.15,0.38,0.29,33230.3,27691.9,70152.8,53537.6,105227
Coles County,Illinois,0.33,0.14,0.31,0.22,60922.1,25845.8,57229.9,40614.8,104700
Jo Daviess County,Illinois,0.18,0.14,0.41,0.27,33230.3,25845.8,75691.1,49845.4,104486
McDonough County,Illinois,0.31,0.18,0.28,0.23,57229.9,33230.3,51691.5,42460.9,103628
Kane County,Illinois,0.3,0.16,0.32,0.22,55383.8,29538,59076,40614.8,103125
Tazewell County,Illinois,0.26,0.14,0.34,0.26,47999.3,25845.8,62768.3,47999.3,102150
Kankakee County,Illinois,0.37,0.16,0.35,0.12,68306.6,29538,64614.4,22153.5,101956
Christian County,Illinois,0.3,0.12,0.33,0.25,55383.8,22153.5,60922.1,46153.1,101108
Peoria County,Illinois,0.35,0.16,0.31,0.18,64614.4,29538,57229.9,33230.3,100281
Rock Island County,Illinois,0.31,0.15,0.35,0.19,57229.9,27691.9,64614.4,35076.4,98673
Grundy County,Illinois,0.32,0.16,0.38,0.14,59076,29538,70152.8,25845.8,97481
Bureau County,Illinois,0.26,0.13,0.34,0.27,47999.3,23999.6,62768.3,49845.4,97262
Will County,Illinois,0.3,0.19,0.37,0.14,55383.8,35076.4,68306.6,25845.8,95900
Macoupin County,Illinois,0.33,0.13,0.39,0.15,60922.1,23999.6,71998.9,27691.9,95400
Jefferson County,Illinois,0.37,0.13,0.33,0.17,68306.6,23999.6,60922.1,31384.1,94454
Knox County,Illinois,0.34,0.1,0.29,0.27,62768.3,18461.3,53537.6,49845.4,94130
Sangamon County,Illinois,0.31,0.17,0.34,0.18,57229.9,31384.1,62768.3,33230.3,93124
DeKalb County,Illinois,0.29,0.19,0.32,0.2,53537.6,35076.4,59076,36922.5,92942
Champaign County,Illinois,0.27,0.17,0.26,0.3,49845.4,31384.1,47999.3,55383.8,92741
Madison County,Illinois,0.32,0.17,0.35,0.16,59076,31384.1,64614.4,29538,92129
Clinton County,Illinois,0.25,0.14,0.36,0.25,46153.1,25845.8,66460.5,46153.1,91543
Adams County,Illinois,0.23,0.17,0.25,0.35,42460.9,31384.1,46153.1,64614.4,91529
Kendall County,Illinois,0.28,0.2,0.41,0.11,51691.5,36922.5,75691.1,20307.4,90775
McLean County,Illinois,0.25,0.18,0.33,0.24,46153.1,33230.3,60922.1,44307,89372
Fulton County,Illinois,0.33,0.15,0.32,0.2,60922.1,27691.9,59076,36922.5,87187
Lee County,Illinois,0.32,0.15,0.34,0.19,59076,27691.9,62768.3,35076.4,86987
St. Clair County,Illinois,0.42,0.19,0.34,0.05,77537.3,35076.4,62768.3,9230.6,86226
Monroe County,Illinois,0.17,0.18,0.38,0.27,31384.1,33230.3,70152.8,49845.4,77406
Stephenson County,Illinois,0.3,0.15,0.28,0.27,55383.8,27691.9,51691.5,49845.4,70473
Logan County,Illinois,0.32,0.16,0.36,0.16,59076,29538,66460.5,29538,70031
Jersey County,Illinois,0.29,0.17,0.36,0.18,53537.6,31384.1,66460.5,33230.3,64706
White County,Indiana,0.31,0.14,0.35,0.2,57229.9,25845.8,64614.4,36922.5,145486
Steuben County,Indiana,0.28,0.13,0.31,0.28,51691.5,23999.6,57229.9,51691.5,141646
Ripley County,Indiana,0.28,0.16,0.34,0.22,51691.5,29538,62768.3,40614.8,140263
Gibson County,Indiana,0.3,0.13,0.31,0.26,55383.8,23999.6,57229.9,47999.3,128585
Daviess County,Indiana,0.31,0.12,0.3,0.27,57229.9,22153.5,55383.8,49845.4,122783
Montgomery County,Indiana,0.33,0.13,0.35,0.19,60922.1,23999.6,64614.4,35076.4,121523
Jefferson County,Indiana,0.4,0.14,0.22,0.24,73845,25845.8,40614.8,44307,119671
Boone County,Indiana,0.23,0.18,0.35,0.24,42460.9,33230.3,64614.4,44307,119622
Tippecanoe County,Indiana,0.31,0.17,0.27,0.25,57229.9,31384.1,49845.4,46153.1,118171
Scott County,Indiana,0.47,0.12,0.25,0.16,86767.9,22153.5,46153.1,29538,115025
Jennings County,Indiana,0.44,0.13,0.31,0.12,81229.5,23999.6,57229.9,22153.5,114631
Jackson County,Indiana,0.35,0.13,0.31,0.21,64614.4,23999.6,57229.9,38768.6,114385
Decatur County,Indiana,0.33,0.14,0.37,0.16,60922.1,25845.8,68306.6,29538,114271
Warrick County,Indiana,0.26,0.15,0.34,0.25,47999.3,27691.9,62768.3,46153.1,112967
Huntington County,Indiana,0.26,0.18,0.33,0.23,47999.3,33230.3,60922.1,42460.9,112222
Jasper County,Indiana,0.29,0.14,0.34,0.23,53537.6,25845.8,62768.3,42460.9,110829
Bartholomew County,Indiana,0.26,0.15,0.33,0.26,47999.3,27691.9,60922.1,47999.3,110053
Dubois County,Indiana,0.18,0.14,0.32,0.36,33230.3,25845.8,59076,66460.5,108300
Knox County,Indiana,0.37,0.12,0.28,0.23,68306.6,22153.5,51691.5,42460.9,107783
Morgan County,Indiana,0.35,0.17,0.37,0.11,64614.4,31384.1,68306.6,20307.4,107347
Wells County,Indiana,0.2,0.2,0.33,0.27,36922.5,36922.5,60922.1,49845.4,106355
Vanderburgh County,Indiana,0.35,0.15,0.25,0.25,64614.4,27691.9,46153.1,46153.1,103540
Elkhart County,Indiana,0.32,0.15,0.28,0.25,59076,27691.9,51691.5,46153.1,103247
Hamilton County,Indiana,0.19,0.2,0.38,0.23,35076.4,36922.5,70152.8,42460.9,103205
LaPorte County,Indiana,0.37,0.16,0.31,0.16,68306.6,29538,57229.9,29538,101825
Washington County,Indiana,0.38,0.13,0.29,0.2,70152.8,23999.6,53537.6,36922.5,101554
Putnam County,Indiana,0.33,0.15,0.31,0.21,60922.1,27691.9,57229.9,38768.6,100473
Franklin County,Indiana,0.27,0.18,0.33,0.22,49845.4,33230.3,60922.1,40614.8,99589
Clinton County,Indiana,0.35,0.13,0.36,0.16,64614.4,23999.6,66460.5,29538,96054
Dearborn County,Indiana,0.3,0.15,0.36,0.19,55383.8,27691.9,66460.5,35076.4,95793
Wabash County,Indiana,0.31,0.14,0.34,0.21,57229.9,25845.8,62768.3,38768.6,95771
Adams County,Indiana,0.21,0.16,0.31,0.32,38768.6,29538,57229.9,59076,95713
Henry County,Indiana,0.32,0.15,0.34,0.19,59076,27691.9,62768.3,35076.4,95627
Madison County,Indiana,0.38,0.16,0.32,0.14,70152.8,29538,59076,25845.8,95575
St. Joseph County,Indiana,0.32,0.18,0.29,0.21,59076,33230.3,53537.6,38768.6,95361
Fulton County,Indiana,0.32,0.16,0.29,0.23,59076,29538,53537.6,42460.9,94844
Greene County,Indiana,0.33,0.13,0.31,0.23,60922.1,23999.6,57229.9,42460.9,94608
Clark County,Indiana,0.42,0.16,0.26,0.16,77537.3,29538,47999.3,29538,94513
Grant County,Indiana,0.32,0.16,0.33,0.19,59076,29538,60922.1,35076.4,94375
Floyd County,Indiana,0.34,0.16,0.28,0.22,62768.3,29538,51691.5,40614.8,93538
Starke County,Indiana,0.4,0.17,0.28,0.15,73845,31384.1,51691.5,27691.9,93441
Howard County,Indiana,0.36,0.17,0.31,0.16,66460.5,31384.1,57229.9,29538,92412
Cass County,Indiana,0.4,0.13,0.28,0.19,73845,23999.6,51691.5,35076.4,91154
Delaware County,Indiana,0.38,0.18,0.26,0.18,70152.8,33230.3,47999.3,33230.3,90372
Fayette County,Indiana,0.37,0.15,0.31,0.17,68306.6,27691.9,57229.9,31384.1,89727
Wayne County,Indiana,0.38,0.18,0.28,0.16,70152.8,33230.3,51691.5,29538,89539
Kosciusko County,Indiana,0.25,0.15,0.33,0.27,46153.1,27691.9,60922.1,49845.4,89527
Marion County,Indiana,0.45,0.21,0.28,0.06,83075.6,38768.6,51691.5,11076.8,89505
Noble County,Indiana,0.29,0.13,0.37,0.21,53537.6,23999.6,68306.6,38768.6,89415
DeKalb County,Indiana,0.3,0.18,0.33,0.19,55383.8,33230.3,60922.1,35076.4,88961
Monroe County,Indiana,0.28,0.22,0.24,0.26,51691.5,40614.8,44307,47999.3,88832
Hendricks County,Indiana,0.25,0.22,0.41,0.12,46153.1,40614.8,75691.1,22153.5,86695
Carroll County,Indiana,0.28,0.16,0.39,0.17,51691.5,29538,71998.9,31384.1,86375
Porter County,Indiana,0.23,0.19,0.35,0.23,42460.9,35076.4,64614.4,42460.9,86305
Johnson County,Indiana,0.3,0.2,0.36,0.14,55383.8,36922.5,66460.5,25845.8,86200
Harrison County,Indiana,0.32,0.12,0.29,0.27,59076,22153.5,53537.6,49845.4,84183
Posey County,Indiana,0.22,0.13,0.26,0.39,40614.8,23999.6,47999.3,71998.9,83615
Whitley County,Indiana,0.25,0.18,0.36,0.21,46153.1,33230.3,66460.5,38768.6,83528
Lake County,Indiana,0.36,0.19,0.3,0.15,66460.5,35076.4,55383.8,27691.9,83232
Marshall County,Indiana,0.28,0.16,0.31,0.25,51691.5,29538,57229.9,46153.1,83181
Clay County,Indiana,0.35,0.18,0.34,0.13,64614.4,33230.3,62768.3,23999.6,77694
Allen County,Indiana,0.33,0.24,0.32,0.11,60922.1,44307,59076,20307.4,77617
Vigo County,Indiana,0.38,0.19,0.27,0.16,70152.8,35076.4,49845.4,29538,76063
Shelby County,Indiana,0.36,0.18,0.32,0.14,66460.5,33230.3,59076,25845.8,73850
Lawrence County,Indiana,0.36,0.16,0.33,0.15,66460.5,29538,60922.1,27691.9,71350
Miami County,Indiana,0.35,0.17,0.37,0.11,64614.4,31384.1,68306.6,20307.4,70659
Hancock County,Indiana,0.27,0.21,0.38,0.14,49845.4,38768.6,70152.8,25845.8,69886
Fayette County,Iowa,0.27,0.17,0.27,0.29,49845.4,31384.1,49845.4,53537.6,113788
Buchanan County,Iowa,0.21,0.2,0.36,0.23,38768.6,36922.5,66460.5,42460.9,101495
Marshall County,Iowa,0.26,0.13,0.28,0.33,47999.3,23999.6,51691.5,60922.1,100908
Lee County,Iowa,0.31,0.15,0.25,0.29,57229.9,27691.9,46153.1,53537.6,99600
Poweshiek County,Iowa,0.23,0.2,0.34,0.23,42460.9,36922.5,62768.3,42460.9,94065
Clinton County,Iowa,0.31,0.17,0.38,0.14,57229.9,31384.1,70152.8,25845.8,91671
Cerro Gordo County,Iowa,0.28,0.18,0.25,0.29,51691.5,33230.3,46153.1,53537.6,90744
Jackson County,Iowa,0.26,0.17,0.34,0.23,47999.3,31384.1,62768.3,42460.9,88012
Jefferson County,Iowa,0.3,0.24,0.22,0.24,55383.8,44307,40614.8,44307,87263
Dallas County,Iowa,0.18,0.22,0.45,0.15,33230.3,40614.8,83075.6,27691.9,87205
Des Moines County,Iowa,0.3,0.16,0.31,0.23,55383.8,29538,57229.9,42460.9,85500
Boone County,Iowa,0.21,0.21,0.34,0.24,38768.6,38768.6,62768.3,44307,84648
Dubuque County,Iowa,0.24,0.2,0.36,0.2,44307,36922.5,66460.5,36922.5,82375
Pottawattamie County,Iowa,0.29,0.18,0.35,0.18,53537.6,33230.3,64614.4,33230.3,81233
Polk County,Iowa,0.22,0.22,0.38,0.18,40614.8,40614.8,70152.8,33230.3,79486
Johnson County,Iowa,0.18,0.25,0.32,0.25,33230.3,46153.1,59076,46153.1,78588
Story County,Iowa,0.17,0.24,0.29,0.3,31384.1,44307,53537.6,55383.8,77663
Wapello County,Iowa,0.33,0.18,0.27,0.22,60922.1,33230.3,49845.4,40614.8,77300
Washington County,Iowa,0.2,0.2,0.35,0.25,36922.5,36922.5,64614.4,46153.1,76500
Clay County,Iowa,0.14,0.18,0.26,0.42,25845.8,33230.3,47999.3,77537.3,75339
Jasper County,Iowa,0.25,0.19,0.34,0.22,46153.1,35076.4,62768.3,40614.8,74721
Floyd County,Iowa,0.3,0.19,0.26,0.25,55383.8,35076.4,47999.3,46153.1,74416
Bremer County,Iowa,0.15,0.2,0.35,0.3,27691.9,36922.5,64614.4,55383.8,73895
Warren County,Iowa,0.2,0.21,0.42,0.17,36922.5,38768.6,77537.3,31384.1,72929
Black Hawk County,Iowa,0.28,0.23,0.31,0.18,51691.5,42460.9,57229.9,33230.3,72543
Scott County,Iowa,0.29,0.22,0.37,0.12,53537.6,40614.8,68306.6,22153.5,71945
Plymouth County,Iowa,0.14,0.22,0.29,0.35,25845.8,40614.8,53537.6,64614.4,69332
Marion County,Iowa,0.24,0.23,0.36,0.17,44307,42460.9,66460.5,31384.1,69300
Linn County,Iowa,0.28,0.23,0.37,0.12,51691.5,42460.9,68306.6,22153.5,68235
Muscatine County,Iowa,0.23,0.18,0.38,0.21,42460.9,33230.3,70152.8,38768.6,66333
Sioux County,Iowa,0.11,0.2,0.24,0.45,20307.4,36922.5,44307,83075.6,66245
Woodbury County,Iowa,0.34,0.2,0.3,0.16,62768.3,36922.5,55383.8,29538,65755
Mahaska County,Iowa,0.26,0.22,0.34,0.18,47999.3,40614.8,62768.3,33230.3,64855
Delaware County,Iowa,0.11,0.21,0.32,0.36,20307.4,38768.6,59076,66460.5,57448
Webster County,Iowa,0.29,0.23,0.33,0.15,53537.6,42460.9,60922.1,27691.9,57309
Benton County,Iowa,0.18,0.21,0.37,0.24,33230.3,38768.6,68306.6,44307,56681
Dickinson County,Iowa,0.14,0.18,0.31,0.37,25845.8,33230.3,57229.9,68306.6,56133
Madison County,Iowa,0.19,0.2,0.41,0.2,35076.4,36922.5,75691.1,36922.5,34680
McPherson County,Kansas,0.2,0.13,0.34,0.33,36922.5,23999.6,62768.3,60922.1,115262
Montgomery County,Kansas,0.38,0.11,0.3,0.21,70152.8,20307.4,55383.8,38768.6,115109
Cowley County,Kansas,0.35,0.15,0.26,0.24,64614.4,27691.9,47999.3,44307,110660
Butler County,Kansas,0.26,0.17,0.37,0.2,47999.3,31384.1,68306.6,36922.5,108859
Barton County,Kansas,0.33,0.12,0.29,0.26,60922.1,22153.5,53537.6,47999.3,108333
Finney County,Kansas,0.37,0.12,0.28,0.23,68306.6,22153.5,51691.5,42460.9,104558
Lyon County,Kansas,0.33,0.18,0.28,0.21,60922.1,33230.3,51691.5,38768.6,101400
Atchison County,Kansas,0.25,0.2,0.29,0.26,46153.1,36922.5,53537.6,47999.3,101200
Miami County,Kansas,0.27,0.17,0.33,0.23,49845.4,31384.1,60922.1,42460.9,99818
Wyandotte County,Kansas,0.5,0.15,0.24,0.11,92306.3,27691.9,44307,20307.4,98847
Johnson County,Kansas,0.23,0.19,0.33,0.25,42460.9,35076.4,60922.1,46153.1,96821
Shawnee County,Kansas,0.32,0.18,0.31,0.19,59076,33230.3,57229.9,35076.4,88928
Harvey County,Kansas,0.21,0.19,0.31,0.29,38768.6,35076.4,57229.9,53537.6,86832
Ellis County,Kansas,0.23,0.21,0.32,0.24,42460.9,38768.6,59076,44307,85890
Leavenworth County,Kansas,0.29,0.17,0.34,0.2,53537.6,31384.1,62768.3,36922.5,85047
Reno County,Kansas,0.33,0.14,0.29,0.24,60922.1,25845.8,53537.6,44307,84800
Saline County,Kansas,0.33,0.18,0.31,0.18,60922.1,33230.3,57229.9,33230.3,83333
Douglas County,Kansas,0.25,0.24,0.27,0.24,46153.1,44307,49845.4,44307,82154
Geary County,Kansas,0.37,0.17,0.42,0.04,68306.6,31384.1,77537.3,7384.5,80853
Sedgwick County,Kansas,0.34,0.2,0.32,0.14,62768.3,36922.5,59076,25845.8,80370
Riley County,Kansas,0.25,0.22,0.25,0.28,46153.1,40614.8,46153.1,51691.5,80359
Pottawatomie County,Kansas,0.22,0.2,0.28,0.3,40614.8,36922.5,51691.5,55383.8,78675
Cherokee County,Kansas,0.33,0.15,0.34,0.18,60922.1,27691.9,62768.3,33230.3,76707
Crawford County,Kansas,0.33,0.2,0.28,0.19,60922.1,36922.5,51691.5,35076.4,75925
Sumner County,Kansas,0.33,0.16,0.3,0.21,60922.1,29538,55383.8,38768.6,66300
Osage County,Kansas,0.26,0.2,0.37,0.17,47999.3,36922.5,68306.6,31384.1,64395
Dickinson County,Kansas,0.28,0.18,0.35,0.19,51691.5,33230.3,64614.4,35076.4,60228
Franklin County,Kansas,0.39,0.17,0.3,0.14,71998.9,31384.1,55383.8,25845.8,57506
Knox County,Kentucky,0.52,0.12,0.21,0.15,95998.5,22153.5,38768.6,27691.9,143542
Perry County,Kentucky,0.47,0.11,0.33,0.09,86767.9,20307.4,60922.1,16615.1,134236
Johnson County,Kentucky,0.55,0.15,0.27,0.03,101536.9,27691.9,49845.4,5538.4,130000
Marshall County,Kentucky,0.22,0.12,0.33,0.33,40614.8,22153.5,60922.1,60922.1,126717
Meade County,Kentucky,0.38,0.18,0.36,0.08,70152.8,33230.3,66460.5,14769,119611
Shelby County,Kentucky,0.38,0.18,0.28,0.16,70152.8,33230.3,51691.5,29538,118422
Bullitt County,Kentucky,0.36,0.14,0.34,0.16,66460.5,25845.8,62768.3,29538,118100
Montgomery County,Kentucky,0.46,0.15,0.28,0.11,84921.8,27691.9,51691.5,20307.4,110667
Franklin County,Kentucky,0.42,0.18,0.21,0.19,77537.3,33230.3,38768.6,35076.4,108561
Woodford County,Kentucky,0.27,0.15,0.3,0.28,49845.4,27691.9,55383.8,51691.5,107993
Logan County,Kentucky,0.44,0.15,0.25,0.16,81229.5,27691.9,46153.1,29538,107513
Floyd County,Kentucky,0.56,0.11,0.27,0.06,103383,20307.4,49845.4,11076.8,107491
Warren County,Kentucky,0.38,0.19,0.28,0.15,70152.8,35076.4,51691.5,27691.9,106500
Jefferson County,Kentucky,0.4,0.18,0.25,0.17,73845,33230.3,46153.1,31384.1,103733
Jessamine County,Kentucky,0.42,0.17,0.3,0.11,77537.3,31384.1,55383.8,20307.4,103312
McCracken County,Kentucky,0.37,0.15,0.22,0.26,68306.6,27691.9,40614.8,47999.3,103287
Henderson County,Kentucky,0.39,0.13,0.32,0.16,71998.9,23999.6,59076,29538,103169
Calloway County,Kentucky,0.28,0.16,0.24,0.32,51691.5,29538,44307,59076,102925
Bell County,Kentucky,0.56,0.11,0.21,0.12,103383,20307.4,38768.6,22153.5,102800
Grant County,Kentucky,0.4,0.14,0.29,0.17,73845,25845.8,53537.6,31384.1,102650
Carter County,Kentucky,0.58,0.13,0.24,0.05,107075.3,23999.6,44307,9230.6,101331
Pulaski County,Kentucky,0.38,0.15,0.26,0.21,70152.8,27691.9,47999.3,38768.6,100567
Barren County,Kentucky,0.41,0.13,0.3,0.16,75691.1,23999.6,55383.8,29538,98146
Daviess County,Kentucky,0.33,0.14,0.29,0.24,60922.1,25845.8,53537.6,44307,97729
Fayette County,Kentucky,0.37,0.21,0.27,0.15,68306.6,38768.6,49845.4,27691.9,97448
Mercer County,Kentucky,0.36,0.17,0.23,0.24,66460.5,31384.1,42460.9,44307,96618
Whitley County,Kentucky,0.5,0.15,0.25,0.1,92306.3,27691.9,46153.1,18461.3,95260
Oldham County,Kentucky,0.25,0.18,0.31,0.26,46153.1,33230.3,57229.9,47999.3,94906
Clark County,Kentucky,0.41,0.15,0.31,0.13,75691.1,27691.9,57229.9,23999.6,94747
Hopkins County,Kentucky,0.34,0.13,0.28,0.25,62768.3,23999.6,51691.5,46153.1,93615
Pike County,Kentucky,0.47,0.13,0.29,0.11,86767.9,23999.6,53537.6,20307.4,92392
Boyd County,Kentucky,0.52,0.17,0.28,0.03,95998.5,31384.1,51691.5,5538.4,90947
Kenton County,Kentucky,0.32,0.2,0.31,0.17,59076,36922.5,57229.9,31384.1,90355
Lincoln County,Kentucky,0.45,0.16,0.27,0.12,83075.6,29538,49845.4,22153.5,90269
Boyle County,Kentucky,0.4,0.19,0.28,0.13,73845,35076.4,51691.5,23999.6,90026
Greenup County,Kentucky,0.49,0.16,0.3,0.05,90460.1,29538,55383.8,9230.6,89431
Laurel County,Kentucky,0.49,0.15,0.32,0.04,90460.1,27691.9,59076,7384.5,87413
Campbell County,Kentucky,0.32,0.18,0.29,0.21,59076,33230.3,53537.6,38768.6,86989
Boone County,Kentucky,0.28,0.21,0.38,0.13,51691.5,38768.6,70152.8,23999.6,86095
Hardin County,Kentucky,0.38,0.2,0.32,0.1,70152.8,36922.5,59076,18461.3,84800
Taylor County,Kentucky,0.36,0.18,0.28,0.18,66460.5,33230.3,51691.5,33230.3,82494
Anderson County,Kentucky,0.32,0.15,0.26,0.27,59076,27691.9,47999.3,49845.4,81867
Nelson County,Kentucky,0.34,0.18,0.3,0.18,62768.3,33230.3,55383.8,33230.3,81422
Scott County,Kentucky,0.36,0.18,0.34,0.12,66460.5,33230.3,62768.3,22153.5,80961
Madison County,Kentucky,0.42,0.22,0.3,0.06,77537.3,40614.8,55383.8,11076.8,77882
Grayson County,Kentucky,0.38,0.15,0.25,0.22,70152.8,27691.9,46153.1,40614.8,77460
Christian County,Kentucky,0.49,0.15,0.26,0.1,90460.1,27691.9,47999.3,18461.3,74920
Rowan County,Kentucky,0.48,0.2,0.19,0.13,88614,36922.5,35076.4,23999.6,69220
Graves County,Kentucky,0.34,0.12,0.26,0.28,62768.3,22153.5,47999.3,51691.5,67250
Bourbon County,Kentucky,0.41,0.17,0.27,0.15,75691.1,31384.1,49845.4,27691.9,50465
Washington Parish,Louisiana,0.55,0.12,0.24,0.09,101536.9,22153.5,44307,16615.1,138108
Avoyelles Parish,Louisiana,0.51,0.08,0.29,0.12,94152.4,14769,53537.6,22153.5,130538
St. Landry Parish,Louisiana,0.51,0.1,0.28,0.11,94152.4,18461.3,51691.5,20307.4,127760
Lafourche Parish,Louisiana,0.4,0.1,0.31,0.19,73845,18461.3,57229.9,35076.4,116430
Calcasieu Parish,Louisiana,0.46,0.13,0.31,0.1,84921.8,23999.6,57229.9,18461.3,116192
Lincoln Parish,Louisiana,0.45,0.19,0.27,0.09,83075.6,35076.4,49845.4,16615.1,113253
Iberia Parish,Louisiana,0.44,0.1,0.28,0.18,81229.5,18461.3,51691.5,33230.3,112060
Jefferson Parish,Louisiana,0.4,0.16,0.27,0.17,73845,29538,49845.4,31384.1,110738
Beauregard Parish,Louisiana,0.44,0.1,0.32,0.14,81229.5,18461.3,59076,25845.8,108320
Vernon Parish,Louisiana,0.41,0.14,0.39,0.06,75691.1,25845.8,71998.9,11076.8,106521
St. Charles Parish,Louisiana,0.41,0.14,0.36,0.09,75691.1,25845.8,66460.5,16615.1,105021
Tangipahoa Parish,Louisiana,0.5,0.15,0.32,0.03,92306.3,27691.9,59076,5538.4,104233
Lafayette Parish,Louisiana,0.39,0.15,0.32,0.14,71998.9,27691.9,59076,25845.8,103200
De Soto Parish,Louisiana,0.54,0.14,0.31,0.01,99690.8,25845.8,57229.9,1846.1,102486
Acadia Parish,Louisiana,0.46,0.11,0.28,0.15,84921.8,20307.4,51691.5,27691.9,101791
Vermilion Parish,Louisiana,0.41,0.1,0.3,0.19,75691.1,18461.3,55383.8,35076.4,100240
Natchitoches Parish,Louisiana,0.52,0.15,0.32,0.01,95998.5,27691.9,59076,1846.1,100087
Terrebonne Parish,Louisiana,0.48,0.11,0.3,0.11,88614,20307.4,55383.8,20307.4,100073
Ouachita Parish,Louisiana,0.48,0.17,0.29,0.06,88614,31384.1,53537.6,11076.8,98612
East Baton Rouge Parish,Louisiana,0.45,0.19,0.29,0.07,83075.6,35076.4,53537.6,12922.9,97800
Jefferson Davis Parish,Louisiana,0.42,0.11,0.34,0.13,77537.3,20307.4,62768.3,23999.6,97664
Rapides Parish,Louisiana,0.52,0.15,0.3,0.03,95998.5,27691.9,55383.8,5538.4,95653
Orleans Parish,Louisiana,0.49,0.22,0.24,0.05,90460.1,40614.8,44307,9230.6,95405
Evangeline Parish,Louisiana,0.49,0.11,0.34,0.06,90460.1,20307.4,62768.3,11076.8,95282
St. Tammany Parish,Louisiana,0.32,0.16,0.33,0.19,59076,29538,60922.1,35076.4,95063
St. Mary Parish,Louisiana,0.54,0.11,0.27,0.08,99690.8,20307.4,49845.4,14769,93836
